序号,出现次数,时间戳,成交时间,成交价格,成交数量,近60分钟总成交笔,单笔买入成交额,前5日单笔买入成交额
1,2,1698114647132,2023-10-24 10:30:47,3.750,1237000,1655,4638750.000,3068780.000
2,1,1698115902017,2023-10-24 10:51:42,3.740,1055000,1131,3945700.000,3068780.000
